run_id,case_id,step,selected_antibody_id,SoMS,toggle_rate,drift,proxy_survivability_score,tie_break_risk,core10_operational_risk,hazard_rule,log_ts,log_type
core10_sim_001,B_GOVERNED,0,GDPa1-060,0.1813869560227874,0.0,0.015,0.858994569977229,1.3087443942137356,0.1566727000253011,0.141005430022771,2026-01-09T08:53:13.928066,OPERATION_STATE
core10_sim_001,B_GOVERNED,1,GDPa1-060,0.3769385943666154,0.0,0.03,0.858994569977229,1.3087443942137356,0.1566727000253011,0.141005430022771,2026-01-09T08:53:13.928066,OPERATION_STATE
core10_sim_001,B_GOVERNED,2,GDPa1-060,0.5237105050212375,0.0,0.045,0.858994569977229,1.3087443942137356,0.1566727000253011,0.141005430022771,2026-01-09T08:53:13.928066,OPERATION_STATE
core10_sim_001,B_GOVERNED,3,GDPa1-060,0.717309927512282,0.0,0.06,0.858994569977229,1.3087443942137356,0.1566727000253011,0.141005430022771,2026-01-09T08:53:13.928066,OPERATION_STATE
core10_sim_001,B_GOVERNED,4,GDPa1-060,0.9132665187898952,0.0,0.075,0.858994569977229,1.3087443942137356,0.1566727000253011,0.141005430022771,2026-01-09T08:53:13.928066,OPERATION_STATE
core10_sim_001,B_GOVERNED,5,GDPa1-060,1.1323970927148506,0.0,0.09,0.858994569977229,1.3087443942137356,0.1566727000253011,0.141005430022771,2026-01-09T08:53:13.928066,OPERATION_STATE
core10_sim_001,B_GOVERNED,6,GDPa1-060,1.3405103210937737,0.0,0.105,0.858994569977229,1.3087443942137356,0.1566727000253011,0.141005430022771,2026-01-09T08:53:13.928066,OPERATION_STATE
core10_sim_001,B_GOVERNED,7,GDPa1-060,1.5619031223665134,0.0,0.12,0.858994569977229,1.3087443942137356,0.1566727000253011,0.141005430022771,2026-01-09T08:53:13.928066,OPERATION_STATE
core10_sim_001,B_GOVERNED,8,GDPa1-060,1.786570752475862,0.0,0.135,0.858994569977229,1.3087443942137356,0.1566727000253011,0.141005430022771,2026-01-09T08:53:13.928066,OPERATION_STATE
core10_sim_001,B_GOVERNED,9,GDPa1-060,2.0266823729297063,0.0,0.15,0.858994569977229,1.3087443942137356,0.1566727000253011,0.141005430022771,2026-01-09T08:53:13.928066,OPERATION_STATE
core10_sim_001,B_GOVERNED,10,GDPa1-060,2.2507777400865,0.0,0.165,0.858994569977229,1.3087443942137356,0.1566727000253011,0.141005430022771,2026-01-09T08:53:13.928066,OPERATION_STATE
core10_sim_001,B_GOVERNED,11,GDPa1-060,2.5082711812876792,0.0,0.18,0.858994569977229,1.3087443942137356,0.1566727000253011,0.141005430022771,2026-01-09T08:53:13.928066,OPERATION_STATE
core10_sim_001,B_GOVERNED,12,GDPa1-060,2.737997239272116,0.0016308365042261,0.195,0.858994569977229,1.3087443942137356,0.1566727000253011,0.141005430022771,2026-01-09T08:53:13.928066,OPERATION_STATE
core10_sim_001,B_GOVERNED,13,GDPa1-060,2.9921860374108817,0.0141874491569752,0.21,0.858994569977229,1.3087443942137356,0.1566727000253011,0.141005430022771,2026-01-09T08:53:13.928066,OPERATION_STATE
