step,SoMS,toggle_rate,drift,current_allocation
1,0.020000000000000004,0.010000000000000002,0.05,183
2,0.06000000000000001,0.030000000000000006,0.1,183
3,0.12000000000000002,0.06000000000000001,0.15000000000000002,183
4,0.20000000000000004,0.10000000000000002,0.2,183
5,0.30000000000000004,0.15000000000000002,0.25,183
6,0.42000000000000004,0.21000000000000002,0.3,183
7,0.56,0.28,0.35,183
8,0.7200000000000001,0.36000000000000004,0.39999999999999997,183
9,0.9000000000000001,0.45000000000000007,0.44999999999999996,183
10,1.1,0.55,0.49999999999999994,183
11,1.32,0.66,0.5499999999999999,183
12,1.56,0.78,0.6,183
13,1.82,0.91,0.65,183
14,2.1,1.05,0.7000000000000001,183
15,2.4000000000000004,1.2000000000000002,0.7500000000000001,183
16,2.7200000000000006,1.3600000000000003,0.8000000000000002,183
17,3.0600000000000005,1.5,0.8500000000000002,183
18,3.420000000000001,1.5,0.9000000000000002,183
19,3.8000000000000007,1.5,0.9500000000000003,183
20,4.200000000000001,1.5,1.0000000000000002,183
21,4.620000000000001,1.5,1.0500000000000003,183
22,5.060000000000001,1.5,1.1000000000000003,183
23,5.520000000000001,1.5,1.1500000000000004,183
24,6.000000000000002,1.5,1.2000000000000004,183
25,6.500000000000002,1.5,1.2500000000000004,183
26,7.020000000000002,1.5,1.3000000000000005,183
27,7.560000000000002,1.5,1.3500000000000005,183
28,8.120000000000003,1.5,1.4000000000000006,183
29,8.700000000000003,1.5,1.4500000000000006,183
30,9.300000000000002,1.5,1.5000000000000007,183
31,9.920000000000003,1.5,1.5500000000000007,183
32,10.560000000000004,1.5,1.6000000000000008,183
33,11.220000000000004,1.5,1.6500000000000008,183
34,11.900000000000004,1.5,1.7000000000000008,183
35,12.600000000000005,1.5,1.7500000000000009,183
36,13.320000000000006,1.5,1.800000000000001,183
37,14.060000000000006,1.5,1.850000000000001,183
38,14.820000000000006,1.5,1.900000000000001,183
39,15.600000000000007,1.5,1.950000000000001,183
40,16.400000000000006,1.5,2.000000000000001,183
41,17.220000000000006,1.5,2.0500000000000007,183
42,18.060000000000006,1.5,2.1000000000000005,183
43,18.920000000000005,1.5,2.1500000000000004,183
44,19.800000000000004,1.5,2.2,183
45,20.700000000000003,1.5,2.25,183
46,21.620000000000005,1.5,2.3,183
47,22.560000000000006,1.5,2.3499999999999996,183
48,23.520000000000007,1.5,2.3999999999999995,183
49,24.500000000000007,1.5,2.4499999999999993,183
50,25.500000000000007,1.5,2.499999999999999,183
51,26.520000000000007,1.5,2.549999999999999,183
52,27.560000000000006,1.5,2.5999999999999988,183
53,28.620000000000005,1.5,2.6499999999999986,183
54,29.700000000000003,1.5,2.6999999999999984,183
55,30.8,1.5,2.7499999999999982,183
56,31.92,1.5,2.799999999999998,183
57,33.06,1.5,2.849999999999998,183
58,34.22,1.5,2.8999999999999977,183
59,35.4,1.5,2.9499999999999975,183
60,36.599999999999994,1.5,2.9999999999999973,183
